account_id,application_date,age,gender,region,education,employment_type,product_tier,channel,is_autopay,has_collateral,credit_score,monthly_income,annual_income,existing_debt,debt_to_income,loan_amount,interest_rate,term_months,monthly_payment,total_payment,num_late_payments,num_inquiries_90d,tenure_days,nps_score,customer_feedback,default_notice_date,defaulted
ACCT-0000762,2024-03-28,19.0,female,south,high_school,full_time,basic,online,True,False,764,5339.3,64043.95,17138.36,0.2676,72439.33,0.0534,24,3189.01,76536.33,0,0.0,1383,7.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly.,,0
ACCT-0000934,2024-04-28,43.0,male,midwest,bachelor,full_time,premium,branch,True,False,705,8193.03,98571.33,27820.38,0.2822,134433.97,0.1123,60,2938.12,176287.24,1,0.0,1392,8.0,still evaluating against other offers from competitor banks.,,0
ACCT-0001426,2024-07-21,72.0,male,northeast,bachelor,part_time,standard,branch,False,False,620,5969.48,71524.58,13451.2,0.1881,38403.36,0.122,72,754.82,54347.23,1,1.0,194,8.0,"process was fine, nothing exceptional either way.",,0
ACCT-0000621,2022-11-01,23.0,female,west,bachelor,full_time,basic,online,False,True,615,9687.51,116264.18,21676.98,0.1864,151724.15,0.0464,48,3469.08,166515.79,1,1.0,109,8.0,support never returned my calls about the missed payment. the agent kept rescheduling and the process took weeks.,2023-10-19,1
ACCT-0002193,2024-11-09,49.0,female,northeast,bachelor,part_time,premium,branch,True,False,766,5213.35,62642.03,34944.66,0.5578,86517.17,0.0824,36,2720.75,97947.16,3,0.0,1164,8.0,easy to track payments through the mobile app.,,0
ACCT-0000529,2022-07-18,35.0,male,pacific,graduate,full_time,basic,branch,True,True,799,2642.28,31552.76,13346.9,0.423,11813.35,0.0796,60,239.32,14359.02,0,0.0,880,4.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0
ACCT-0000110,2024-02-26,58.0,female,west,bachelor,self_employed,standard,mobile,False,True,770,6291.04,75501.01,14572.02,0.193,77603.25,0.167,24,3825.58,91814.0,0,1.0,475,8.0,"great customer service, will recommend to friends and family.",,0
ACCT-0000979,2022-12-27,37.0,male,northeast,high_school,part_time,basic,online,True,False,673,3273.5,39353.71,16284.54,0.4138,46726.9,0.0748,12,4053.47,48641.66,2,1.0,757,7.0,very smooth application process and the agent was helpful.,,0
ACCT-0000013,2022-05-25,61.0,female,midwest,bachelor,contract,basic,mobile,True,False,657,6020.43,72200.22,18689.07,0.2589,80404.86,0.1329,12,7192.48,86309.7,0,1.0,176,7.0,the agent kept rescheduling and the process took weeks.,2023-02-09,1
ACCT-0002402,2024-09-12,25.0,female,midwest,bachelor,self_employed,basic,online,True,False,643,3119.84,37228.85,8679.23,0.2331,30248.85,0.1171,48,792.3,38030.43,0,3.0,212,8.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0
ACCT-0001417,2024-12-01,30.0,female,northeast,bachelor,self_employed,premium,online,False,False,623,1492.12,18160.22,22447.08,1.2361,24929.91,0.0843,36,786.18,28302.64,0,3.0,232,8.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share.",,0
ACCT-0000051,2022-05-21,43.0,female,west,graduate,full_time,standard,online,True,False,727,4021.91,48384.47,20171.43,0.4169,43219.34,0.0858,12,3771.12,45253.42,0,3.0,434,3.0,took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.,,0
ACCT-0001307,2022-08-10,23.0,male,pacific,associate,contract,standard,online,False,False,783,6731.8,80652.79,21929.47,0.2719,51125.04,0.0926,48,1278.53,61369.31,1,1.0,1418,9.0,took longer than expected but got approved in the end.,,0
ACCT-0001746,2022-02-09,55.0,female,west,bachelor,full_time,basic,mobile,False,False,653,2315.04,27877.24,7990.7,0.2866,33092.91,0.085,60,678.92,40735.2,0,1.0,539,2.0,the autopay system charged me twice in the same month.,2022-11-12,1
ACCT-0001204,2023-01-07,25.0,male,west,bachelor,full_time,basic,mobile,True,False,797,2657.62,31773.32,27236.38,0.8572,21806.12,0.1095,24,1015.78,24378.81,1,0.0,859,9.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",,0
ACCT-0000373,2023-09-13,29.0,male,south,graduate,full_time,standard,mobile,True,True,759,2585.19,30583.08,6913.09,0.226,9398.08,0.0518,24,413.07,9913.74,1,0.0,1326,5.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0
ACCT-0001218,2024-07-01,56.0,female,pacific,bachelor,full_time,standard,mobile,True,True,620,2498.44,29768.62,6005.88,0.2018,15082.94,0.1054,72,283.56,20416.32,1,5.0,215,7.0,"rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0
ACCT-0001101,2023-12-03,41.0,female,midwest,bachelor,part_time,standard,online,True,False,737,5882.05,70951.93,19630.92,0.2767,47207.16,0.0527,36,1420.59,51141.1,0,1.0,507,10.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app. very smooth application process and the agent was helpful.",,0
ACCT-0000399,2023-08-09,49.0,male,south,associate,part_time,basic,branch,True,True,745,10371.24,123928.57,30585.86,0.2468,33194.16,0.0891,84,532.55,44734.34,1,2.0,530,5.0,interest rate jumped after the first quarter without warning.,2023-11-24,1
ACCT-0001569,2023-10-08,45.0,male,midwest,graduate,full_time,standard,mobile,True,True,766,3848.38,46083.57,19011.81,0.4126,20569.58,0.0671,84,307.49,25829.46,1,0.0,622,6.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0
ACCT-0002493,2024-07-18,19.0,female,northeast,bachelor,part_time,premium,branch,True,False,765,3196.91,38400.8,23723.26,0.6178,40232.42,0.0623,12,3466.85,41602.16,1,,723,6.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0
ACCT-0001715,2023-08-27,40.0,male,midwest,graduate,self_employed,standard,branch,True,False,747,5909.43,70794.07,12676.52,0.1791,79361.06,0.1075,60,1715.57,102933.92,0,2.0,33,6.0,documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.,,0
ACCT-0002213,2023-06-03,49.0,male,west,bachelor,full_time,basic,online,False,False,765,2409.34,28909.5,27550.79,0.953,30782.74,0.066,60,603.71,36222.38,3,1.0,638,6.0,support never returned my calls about the missed payment.,2024-10-24,1
ACCT-0002372,2022-08-19,48.0,male,midwest,bachelor,contract,basic,online,False,False,578,4088.92,48709.07,23099.66,0.4742,53261.72,0.0936,60,1115.08,66904.98,1,2.0,930,6.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0
ACCT-0000038,2022-05-15,47.0,female,midwest,graduate,full_time,basic,online,True,False,773,1920.01,22579.8,8843.75,0.3917,14646.99,0.0608,84,214.51,18018.97,0,0.0,98,10.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000135,2024-02-18,37.0,female,northeast,associate,full_time,standard,branch,False,False,713,6854.27,82267.8,,0.2196,27037.99,0.0832,84,425.81,35767.89,1,1.0,328,9.0,documentation requirements were typical for this kind of loan.,,0
ACCT-0000577,2024-02-12,60.0,female,south,high_school,part_time,premium,online,True,False,682,4823.12,57981.57,11283.41,0.1946,79134.44,0.0772,72,1376.7,99122.45,0,1.0,1190,7.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000676,2023-02-27,27.0,female,west,bachelor,self_employed,standard,online,True,True,731,4995.89,59790.31,12144.94,0.2031,53135.7,0.0773,12,4615.58,55386.91,0,0.0,652,6.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0
ACCT-0001601,2022-12-17,71.0,male,pacific,high_school,full_time,basic,branch,True,True,693,10184.81,121950.13,21838.42,0.1791,147824.29,0.0921,48,3693.55,177290.37,1,1.0,1085,10.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0
ACCT-0001872,2023-01-09,41.0,male,northeast,associate,full_time,basic,mobile,False,False,674,4770.78,56964.17,15753.87,0.2766,49049.18,0.1109,36,1607.87,57883.24,0,1.0,1379,,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0
ACCT-0000406,2023-10-13,33.0,male,west,associate,full_time,basic,online,True,False,718,4653.08,55977.7,20708.49,0.3699,26565.41,0.0646,60,519.23,31153.92,1,2.0,852,4.0,easy to track payments through the mobile app.,,0
ACCT-0000531,2022-03-27,26.0,male,south,associate,full_time,standard,agent,True,True,664,4490.62,54348.81,34849.17,0.6412,17588.02,0.039,12,1496.85,17962.22,0,2.0,1118,10.0,"took longer than expected but got approved in the end. ok experience overall, no strong feelings to share.",,0
ACCT-0000568,2023-10-22,33.0,male,northeast,associate,contract,standard,online,False,False,718,2981.11,35168.16,12947.82,0.3682,43745.69,0.1195,12,3885.8,46629.55,0,3.0,1240,6.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0
ACCT-0001530,2022-03-14,37.0,female,south,associate,self_employed,basic,mobile,True,False,832,7715.18,92700.32,16560.18,0.1786,58401.56,0.059,36,1774.03,63865.1,0,0.0,1333,10.0,easy to track payments through the mobile app.,,0
ACCT-0000386,2024-01-04,42.0,female,west,bachelor,full_time,basic,online,False,False,624,4465.0,53592.57,23439.08,0.4374,47548.33,0.109,60,1031.55,61893.27,1,1.0,1282,3.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000663,2023-06-11,34.0,female,west,high_school,full_time,standard,online,True,False,655,6907.33,83160.27,15872.23,0.1909,96182.74,0.1146,12,8521.52,102258.27,0,1.0,223,4.0,"great customer service, will recommend to friends and family.",,0
ACCT-0000666,2024-08-08,62.0,female,northeast,bachelor,full_time,standard,online,True,False,658,5009.92,59973.86,,0.2025,57182.33,0.1215,48,1510.16,72487.56,0,0.0,385,8.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0
ACCT-0001557,2022-06-07,29.0,female,south,bachelor,contract,basic,branch,True,False,550,2842.58,34057.45,29877.97,0.8773,22605.86,0.1131,12,2001.23,24014.71,3,1.0,1136,1.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0
ACCT-0000374,2022-11-25,32.0,female,northeast,high_school,full_time,basic,mobile,False,True,750,4869.95,57922.42,20202.73,0.3488,72441.84,0.0472,48,1658.96,79630.13,1,0.0,1104,8.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0
ACCT-0000416,2022-11-07,41.0,male,south,high_school,full_time,basic,branch,False,False,680,3267.51,39428.6,9877.58,0.2505,53071.54,0.0491,72,852.5,61380.14,1,0.0,1393,8.0,rates were competitive and the funds came through quickly.,,0
ACCT-0001663,2022-01-21,48.0,female,midwest,graduate,full_time,basic,branch,True,False,693,5824.45,70089.7,12981.62,0.1852,28309.24,0.0648,60,553.7,33221.74,1,0.0,1230,4.0,,,0
ACCT-0001460,2023-03-07,35.0,male,midwest,high_school,full_time,basic,branch,False,True,704,2510.02,30214.15,28225.6,0.9342,35558.02,0.1044,48,909.38,43650.32,3,1.0,1162,8.0,"still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0
ACCT-0001398,2024-11-12,39.0,female,west,high_school,full_time,basic,branch,False,False,675,7612.01,91695.23,27392.57,0.2987,34037.03,0.1057,60,732.73,43963.89,0,,833,10.0,rates were competitive and the funds came through quickly.,,0
ACCT-0000753,2023-04-10,31.0,female,midwest,graduate,full_time,basic,branch,False,True,597,5773.72,69284.9,34107.49,0.4923,56194.22,0.1051,24,2606.39,62553.42,5,3.0,915,10.0,interest rate jumped after the first quarter without warning. the agent kept rescheduling and the process took weeks.,2023-08-19,1
ACCT-0002289,2023-10-29,75.0,male,west,bachelor,full_time,basic,mobile,True,False,739,3570.86,42974.62,13235.6,0.308,37331.39,0.056,84,538.29,45216.11,0,2.0,588,3.0,"process was fine, nothing exceptional either way.",,0
ACCT-0000032,2024-11-03,35.0,male,midwest,graduate,full_time,basic,branch,False,False,679,5614.52,67788.65,23576.49,0.3478,36446.25,0.1091,24,1697.08,40729.89,1,0.0,568,4.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0
ACCT-0001127,2024-10-09,36.0,male,west,graduate,part_time,basic,agent,True,False,738,2713.9,32887.84,5653.36,0.1719,28915.35,0.1077,84,491.68,41301.3,0,1.0,585,10.0,"ok experience overall, no strong feelings to share.",,0
ACCT-0001962,2024-10-02,44.0,female,west,high_school,full_time,standard,online,False,True,586,3004.79,35928.91,11112.01,0.3093,17933.97,0.1106,72,341.89,24615.74,1,1.0,1268,2.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0
ACCT-0001431,2022-11-10,39.0,male,south,graduate,self_employed,basic,branch,True,False,702,7388.35,88454.08,16206.57,0.1832,79142.54,0.0731,72,1361.24,98009.39,0,0.0,1034,6.0,"easy to track payments through the mobile app. very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0
ACCT-0002449,2022-02-25,40.0,male,northeast,bachelor,full_time,basic,online,False,False,600,8183.54,98266.69,23444.69,0.2386,115783.6,0.0692,48,2768.33,132879.9,2,3.0,1450,8.0,"transparent fees, no hidden charges that I noticed.",,0
ACCT-0000200,2024-12-29,40.0,male,northeast,bachelor,full_time,premium,branch,False,True,683,3252.42,39089.11,21030.43,0.538,20839.4,0.0945,60,437.19,26231.38,1,2.0,269,2.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0
ACCT-0000469,2022-06-18,54.0,male,south,bachelor,full_time,basic,mobile,False,False,747,6970.23,83707.53,16059.8,0.1919,93446.27,0.0406,36,2761.34,99408.27,1,1.0,1162,6.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000046,2022-08-31,44.0,male,west,associate,full_time,premium,branch,False,True,671,7699.9,92485.71,17194.23,0.1859,123772.23,0.0999,60,2628.91,157734.77,2,1.0,617,7.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end.",,0
ACCT-0001446,2023-06-14,40.0,male,west,graduate,full_time,standard,mobile,True,True,776,5874.49,70548.75,27606.6,0.3913,79172.84,0.025,24,3385.46,81251.08,0,1.0,359,6.0,"great customer service, will recommend to friends and family.",,0
ACCT-0000238,2023-03-07,33.0,female,south,high_school,full_time,premium,branch,True,False,701,3303.47,40087.56,16162.38,0.4032,30053.17,0.0705,48,720.3,34574.17,0,,74,7.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000947,2024-05-17,22.0,male,west,high_school,self_employed,basic,online,False,False,810,5986.35,71628.57,29215.37,0.4079,55846.47,0.0615,36,1702.82,61301.37,2,1.0,896,9.0,easy to track payments through the mobile app.,,0
ACCT-0001476,2024-08-06,49.0,female,west,bachelor,contract,basic,online,True,True,588,4535.19,54163.34,21847.51,0.4034,74858.79,0.1174,36,2477.19,89178.83,3,1.0,517,6.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0
ACCT-0002119,2022-03-06,48.0,male,west,high_school,full_time,standard,mobile,False,True,708,4920.15,58959.27,16205.73,0.2749,40006.28,0.1032,60,856.26,51375.48,0,2.0,372,3.0,took longer than expected but got approved in the end.,,0
ACCT-0001175,2023-02-17,46.0,female,northeast,associate,full_time,basic,mobile,True,False,777,5068.08,60925.55,13192.25,0.2165,30433.1,0.0604,24,1349.43,32386.25,0,0.0,82,0.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0
ACCT-0000458,2023-07-03,47.0,male,northeast,associate,self_employed,basic,agent,True,False,746,10202.57,122325.02,25649.84,0.2097,63460.82,0.0536,36,1912.14,68837.17,1,2.0,943,4.0,documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.,,0
ACCT-0002169,2023-03-08,30.0,male,northeast,bachelor,self_employed,basic,agent,False,False,682,4243.26,51229.02,14475.72,0.2826,69067.86,0.0949,72,1261.79,90848.79,0,1.0,443,5.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0
ACCT-0000321,2024-12-14,38.0,female,west,bachelor,full_time,premium,online,True,False,580,1066.62,12715.5,12180.54,0.9579,15393.81,0.1124,60,336.52,20191.45,0,1.0,1253,6.0,"easy to track payments through the mobile app. very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0
ACCT-0001531,2022-08-21,49.0,male,south,high_school,full_time,basic,online,True,False,638,4217.71,50604.15,14717.53,0.2908,29804.12,0.0541,72,485.65,34966.59,0,0.0,746,10.0,took longer than expected but got approved in the end. still evaluating against other offers from competitor banks.,,0
ACCT-0000065,2022-10-10,37.0,female,midwest,high_school,self_employed,basic,agent,True,False,603,4906.88,58498.64,18241.07,0.3118,73581.15,0.0985,60,1557.83,93469.78,0,0.0,1321,4.0,"rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000089,2024-02-21,22.0,male,south,bachelor,full_time,basic,mobile,False,False,706,4605.87,55222.45,16982.0,0.3075,37132.63,0.1067,84,629.37,52867.21,0,3.0,969,6.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0
ACCT-0001095,2024-12-17,39.0,male,northeast,high_school,full_time,basic,branch,True,True,644,5843.82,70323.79,15785.87,0.2245,67038.35,0.0509,72,1082.6,77947.38,1,2.0,1099,9.0,"took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",,0
ACCT-0002010,2023-11-13,54.0,female,northeast,bachelor,full_time,basic,branch,False,False,615,4895.84,58474.19,24868.83,0.4253,81224.49,0.0805,84,1267.94,106506.72,2,1.0,61,9.0,the autopay system charged me twice in the same month.,2024-01-12,1
ACCT-0002488,2023-07-25,51.0,nonbinary,south,high_school,full_time,basic,online,True,False,635,3388.77,40409.25,20622.79,0.5103,49583.48,0.0868,48,1226.26,58860.61,2,0.0,37,6.0,took longer than expected but got approved in the end.,2024-12-30,1
ACCT-0001023,2022-01-02,36.0,male,pacific,bachelor,full_time,standard,mobile,False,True,630,3582.64,42686.68,9445.31,0.2213,28405.14,0.1034,24,1315.26,31566.21,0,2.0,139,9.0,"process was fine, nothing exceptional either way.",,0
ACCT-0000915,2023-10-01,37.0,female,south,bachelor,part_time,standard,online,False,False,722,4597.54,55374.78,20353.78,0.3676,27104.32,0.0682,24,1211.27,29070.44,1,3.0,765,6.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0
ACCT-0001484,2023-02-19,38.0,male,south,bachelor,full_time,standard,online,True,True,703,2611.58,31330.54,6155.25,0.1965,41621.58,0.1066,36,1355.96,48814.66,0,3.0,784,2.0,"great customer service, will recommend to friends and family.",,0
ACCT-0001454,2023-10-14,58.0,male,west,bachelor,contract,standard,mobile,True,False,659,3273.36,39519.29,12945.37,0.3276,35046.64,0.1098,12,3097.1,37165.24,0,0.0,313,6.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0
ACCT-0000591,2024-06-15,34.0,male,midwest,bachelor,part_time,standard,agent,True,True,682,2499.57,29965.25,13721.04,0.4579,11818.66,0.086,24,537.75,12906.1,0,1.0,1062,7.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0
ACCT-0000604,2022-03-20,32.0,male,pacific,high_school,full_time,standard,agent,False,False,806,6124.34,73700.77,12711.12,0.1725,98260.35,0.0503,36,2946.49,106073.8,1,1.0,802,6.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0
ACCT-0000237,2022-12-21,41.0,female,midwest,high_school,self_employed,standard,branch,False,False,684,3534.14,42513.9,16451.75,0.387,59431.31,0.0802,12,5170.31,62043.74,0,1.0,946,5.0,rates were competitive and the funds came through quickly.,,0
ACCT-0001690,2024-10-28,56.0,female,south,graduate,full_time,basic,branch,True,False,710,3786.13,45419.25,26030.53,0.5731,43723.63,0.0687,24,1954.98,46919.52,3,2.0,791,5.0,"transparent fees, no hidden charges that I noticed.",,0
ACCT-0001502,2022-05-03,35.0,female,pacific,associate,full_time,basic,online,False,False,539,4399.32,52874.74,12389.14,0.2343,71156.33,0.1004,84,1182.78,99353.92,0,2.0,1043,8.0,still evaluating against other offers from competitor banks. took longer than expected but got approved in the end.,,0
ACCT-0001858,2024-02-06,23.0,male,south,bachelor,full_time,standard,online,False,True,837,6071.88,73279.83,18345.07,0.2503,31949.13,0.0731,72,549.5,39563.75,0,2.0,1482,2.0,easy to track payments through the mobile app.,,0
ACCT-0002260,2023-11-16,46.0,female,midwest,associate,full_time,basic,online,False,False,640,2786.38,33622.23,9922.43,0.2951,37742.9,0.1238,48,1001.05,48050.5,1,1.0,756,7.0,"transparent fees, no hidden charges that I noticed.",,0
ACCT-0001511,2022-06-04,35.0,female,south,bachelor,part_time,basic,online,True,True,602,5668.23,67794.91,15200.1,0.2242,33068.11,0.1114,36,1084.84,39054.2,1,2.0,783,5.0,easy to track payments through the mobile app.,,0
ACCT-0001808,2023-05-08,51.0,male,west,bachelor,full_time,basic,branch,True,False,642,3935.19,47286.71,26531.14,0.5611,58886.51,0.0551,48,1369.68,65744.6,1,0.0,1129,6.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0
ACCT-0001954,2022-11-09,18.0,male,south,bachelor,full_time,premium,agent,True,False,627,8943.92,106684.15,27469.97,0.2575,43069.84,0.04,48,972.49,46679.53,0,1.0,713,10.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end. still evaluating against other offers from competitor banks.",,0
ACCT-0000144,2022-09-08,29.0,male,midwest,bachelor,contract,standard,online,True,False,659,8410.95,100556.61,22314.8,0.2219,125245.63,0.1507,48,3490.05,167522.3,1,3.0,299,7.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",,0
ACCT-0000036,2024-02-29,40.0,female,northeast,associate,full_time,standard,agent,False,False,706,7591.53,91247.31,18412.34,0.2018,98052.18,0.0554,36,2962.76,106659.47,1,1.0,1176,6.0,easy to track payments through the mobile app.,,0
ACCT-0001638,2022-09-04,40.0,male,northeast,bachelor,full_time,standard,branch,False,False,609,4538.07,54211.92,14982.24,0.2764,58870.42,0.114,60,1291.67,77499.96,2,2.0,988,6.0,"ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",,0
ACCT-0002423,2022-10-11,47.0,male,south,bachelor,full_time,basic,online,False,True,614,4220.79,50872.36,8577.68,0.1686,17557.65,0.0757,24,790.64,18975.46,0,2.0,1401,6.0,"process was fine, nothing exceptional either way.",,0
ACCT-0000693,2022-06-22,18.0,female,west,bachelor,full_time,premium,mobile,False,True,630,2357.84,28793.13,29908.93,1.0388,23948.23,0.1229,36,798.77,28755.57,0,1.0,1092,7.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.",,0
ACCT-0000297,2022-11-20,48.0,male,west,bachelor,contract,standard,online,False,False,620,6170.62,74219.27,11696.14,0.1576,94032.61,0.0675,24,4199.35,100784.42,0,0.0,923,8.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0
ACCT-0001847,2024-11-24,42.0,female,south,bachelor,full_time,standard,online,False,True,674,4296.7,51072.19,13074.0,0.256,48159.01,0.136,60,1110.68,66640.94,0,1.0,898,8.0,"still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",,0
ACCT-0001966,2023-11-19,36.0,female,northeast,bachelor,full_time,standard,mobile,False,False,723,1739.56,20686.03,,0.8971,25046.04,0.0998,12,2201.69,26420.26,1,6.0,892,7.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000787,2023-11-01,46.0,female,pacific,bachelor,full_time,standard,mobile,True,False,712,7091.92,84836.05,14815.51,0.1746,115161.28,0.0838,12,10037.77,120453.2,1,2.0,186,4.0,"transparent fees, no hidden charges that I noticed.",,0
ACCT-0001654,2022-02-03,18.0,female,northeast,graduate,contract,basic,online,False,True,483,7408.32,88853.5,25093.79,0.2824,119237.37,0.1124,36,3917.08,141015.04,0,1.0,326,8.0,"documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",,0
ACCT-0001620,2022-11-01,24.0,male,south,high_school,full_time,standard,branch,True,False,758,3125.48,37497.43,13515.6,0.3604,43088.64,0.0678,84,645.73,54241.22,1,2.0,821,8.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0
ACCT-0002178,2022-11-17,46.0,male,south,high_school,full_time,basic,online,False,False,639,2562.87,30569.63,9642.95,0.3154,20794.43,0.0779,48,505.65,24271.4,2,1.0,387,9.0,"fees were not explained clearly upfront, very disappointing.",2023-07-26,1
ACCT-0000946,2023-05-06,36.0,male,midwest,bachelor,contract,basic,online,False,False,667,3635.77,43369.06,19843.04,0.4575,49535.99,0.079,60,1001.97,60118.43,0,1.0,136,9.0,"fees were not explained clearly upfront, very disappointing. interest rate jumped after the first quarter without warning.",2024-06-08,1
ACCT-0002181,2023-03-09,42.0,female,south,high_school,self_employed,standard,online,True,False,766,3163.18,37974.2,12298.12,0.3239,27751.36,0.0963,36,890.7,32065.28,0,1.0,1232,2.0,"still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share.",,0
ACCT-0002037,2023-08-28,36.0,female,northeast,high_school,full_time,premium,mobile,False,True,754,5293.55,63604.45,15202.26,0.239,49480.54,0.0889,84,793.45,66649.41,0,1.0,415,4.0,"very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0
ACCT-0000039,2022-10-21,42.0,male,northeast,bachelor,full_time,standard,branch,True,False,785,6494.58,77887.41,21139.4,0.2714,90208.43,0.076,48,2185.48,104902.83,2,3.0,1169,7.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.",,0
ACCT-0002152,2024-08-29,53.0,male,northeast,bachelor,part_time,premium,online,True,False,690,1902.1,22851.53,12682.84,0.555,19411.21,0.0559,36,586.93,21129.35,0,1.0,780,9.0,"fees were not explained clearly upfront, very disappointing. the agent kept rescheduling and the process took weeks.",2025-04-06,1
ACCT-0000067,2024-10-27,47.0,male,midwest,bachelor,part_time,standard,branch,True,False,715,5449.66,65401.93,15987.39,0.2444,39670.48,0.0399,12,3377.83,40533.94,2,1.0,39,6.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0
ACCT-0001004,2023-01-27,38.0,nonbinary,west,associate,full_time,premium,branch,False,False,658,8187.45,97644.97,30450.54,0.3118,110848.48,0.0961,36,3556.63,128038.59,1,3.0,1498,6.0,still evaluating against other offers from competitor banks. took longer than expected but got approved in the end.,,0
ACCT-0000956,2022-02-10,18.0,nonbinary,northeast,bachelor,full_time,basic,online,False,False,796,4408.23,53161.72,12857.89,0.2419,32109.39,0.0669,60,631.08,37864.89,0,2.0,887,7.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0
ACCT-0000481,2024-09-23,43.0,female,northeast,high_school,full_time,premium,branch,False,False,743,2554.84,30278.04,12786.83,0.4223,7588.8,0.0915,84,122.69,10306.06,1,1.0,802,10.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0
ACCT-0002374,2022-12-26,39.0,male,midwest,bachelor,full_time,standard,branch,True,False,730,2397.94,28855.82,15101.4,0.5233,10174.41,0.0508,60,192.36,11541.43,1,0.0,1067,8.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0
