account_id,application_date,age,gender,region,education,employment_type,product_tier,channel,is_autopay,has_collateral,credit_score,monthly_income,annual_income,existing_debt,debt_to_income,loan_amount,interest_rate,term_months,monthly_payment,total_payment,num_late_payments,num_inquiries_90d,tenure_days,nps_score,customer_feedback,default_notice_date,defaulted,num_dependents,risk_band
ACCT-0004329,2024-04-20,43.0,female,south,bachelor,full_time,standard,online,False,False,663,5942.8,71250.39,17381.7,0.244,35513.32,0.0813,24,1608.2,38596.73,0,2.0,593,6.0,still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan.,,0,1,high
ACCT-0005546,2022-03-11,27.0,male,south,bachelor,full_time,premium,branch,True,False,500,5411.9,64788.86,14016.37,0.2163,34343.86,0.1115,48,890.06,42722.66,1,1.0,196,6.0,took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.,2023-04-10,1,3,very_high
ACCT-0005074,2023-01-07,39.0,male,south,bachelor,full_time,standard,agent,True,False,602,3674.93,44256.0,9442.55,0.2134,50496.28,0.101,48,1283.22,61594.67,0,2.0,701,,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,high
ACCT-0002851,2024-05-26,45.0,male,west,bachelor,full_time,standard,mobile,False,False,654,5203.45,62067.41,12827.29,0.2067,80400.86,0.1112,60,1752.97,105178.46,0,1.0,213,8.0,"fees were not explained clearly upfront, very disappointing.",2025-07-16,1,2,high
ACCT-0001594,2024-05-07,,male,south,associate,full_time,basic,branch,False,False,850,4396.77,52660.46,19154.43,0.3637,24497.54,0.0672,72,414.4,29837.04,0,1.0,1332,5.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0,2,low
ACCT-0002031,2022-02-06,28.0,female,midwest,bachelor,full_time,basic,mobile,True,False,596,3298.12,39326.92,22779.66,0.5792,10565.75,0.0942,12,926.06,11112.66,0,0.0,459,8.0,took longer than expected but got approved in the end. still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan.,,0,4,high
ACCT-0000497,2022-11-27,54.0,male,pacific,bachelor,part_time,standard,mobile,True,True,663,3034.27,35974.34,12157.8,0.338,27180.1,0.1126,24,1270.03,30480.75,1,1.0,492,5.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0,1,high
ACCT-0004380,2024-07-10,42.0,male,midwest,associate,part_time,standard,branch,True,False,786,5631.07,67698.37,22718.85,0.3356,51853.0,0.0377,12,4409.88,52918.56,0,3.0,776,,still evaluating against other offers from competitor banks.,,0,3,low
ACCT-0004666,2022-02-17,48.0,male,west,graduate,full_time,basic,mobile,True,False,586,9464.57,113726.19,21761.23,0.1913,75128.03,0.0693,60,1485.25,89115.05,1,1.0,611,7.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0,0,high
ACCT-0000217,2023-09-19,47.0,female,west,bachelor,self_employed,standard,online,False,False,740,5148.46,61299.16,,0.6013,40448.9,0.068,36,1245.21,44827.62,1,0.0,1287,7.0,very smooth application process and the agent was helpful.,,0,0,medium
ACCT-0003070,2022-06-29,56.0,female,northeast,bachelor,part_time,basic,mobile,False,True,715,4376.12,52306.56,13315.13,0.2546,54423.24,0.0972,24,2504.36,60104.64,1,0.0,601,6.0,very smooth application process and the agent was helpful.,,0,0,medium
ACCT-0001932,2022-10-10,54.0,male,northeast,bachelor,self_employed,standard,online,True,False,668,8530.17,101959.8,24045.76,0.2358,29219.78,0.0973,84,481.02,40405.45,0,3.0,301,8.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0,2,high
ACCT-0005353,2022-12-22,32.0,male,south,high_school,full_time,premium,online,True,False,658,6039.69,72497.73,24422.46,0.3369,26563.76,0.0969,48,669.81,32150.81,1,0.0,757,8.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,3,high
ACCT-0005487,2023-01-13,57.0,female,south,graduate,self_employed,standard,online,False,True,701,3231.11,38579.41,16893.09,0.4379,45026.12,0.1224,84,800.7,67259.09,3,0.0,1146,8.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share.",,0,3,medium
ACCT-0002021,2024-05-16,27.0,female,northeast,associate,full_time,basic,online,False,True,639,3679.81,44158.36,9833.66,0.2227,41188.72,0.0957,84,674.73,56677.34,0,2.0,1286,7.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share.",,0,1,high
ACCT-0004539,2023-08-20,44.0,female,west,bachelor,self_employed,standard,branch,False,False,696,5316.19,63963.82,16832.65,0.2632,44530.57,0.1,60,946.18,56770.6,1,3.0,1043,10.0,"took longer than expected but got approved in the end. still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0,1,medium
ACCT-0002561,2023-08-03,32.0,male,northeast,bachelor,full_time,basic,mobile,True,False,739,4318.94,51616.28,15893.89,0.3079,47552.62,0.0601,84,694.95,58375.95,1,1.0,995,8.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0,1,medium
ACCT-0001029,2023-11-10,30.0,male,midwest,graduate,full_time,basic,mobile,False,False,621,8973.68,108071.73,21386.66,0.1979,38637.3,0.0958,84,633.01,53173.23,0,2.0,260,6.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0,2,high
ACCT-0000351,2024-07-28,50.0,male,midwest,associate,part_time,basic,online,True,False,669,10499.19,125590.91,21305.88,0.1696,33024.14,0.11,60,718.0,43080.16,1,0.0,1297,4.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",,0,1,high
ACCT-0005394,2024-03-01,55.0,female,midwest,bachelor,full_time,basic,mobile,False,False,514,2712.62,32438.96,8267.85,0.2549,16850.62,0.0924,36,537.77,19359.62,2,2.0,1449,7.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0,0,very_high
ACCT-0001994,2024-05-12,41.0,male,south,graduate,full_time,basic,mobile,False,True,650,3331.69,39656.96,8216.38,0.2072,29141.77,0.0886,84,466.85,39215.29,2,0.0,904,4.0,still evaluating against other offers from competitor banks. took longer than expected but got approved in the end.,,0,1,high
ACCT-0002294,2022-03-12,42.0,female,northeast,bachelor,full_time,standard,branch,True,False,662,6873.9,82582.86,44048.85,0.5334,107903.7,0.0734,60,2153.8,129227.74,1,2.0,176,4.0,,,0,1,high
ACCT-0003530,2022-12-12,32.0,male,south,bachelor,full_time,basic,online,False,False,666,5321.4,64003.89,,0.2486,53499.87,0.0841,60,1095.19,65711.32,0,0.0,93,6.0,"took longer than expected but got approved in the end. ok experience overall, no strong feelings to share.",,0,2,high
ACCT-0004275,2023-03-27,52.0,male,west,graduate,full_time,basic,branch,False,False,792,5601.38,66929.99,14905.04,0.2227,46687.81,0.0677,12,4034.89,48418.72,0,3.0,414,7.0,"great customer service, will recommend to friends and family.",,0,3,low
ACCT-0002321,2022-01-26,46.0,male,south,high_school,self_employed,basic,branch,False,False,771,2563.9,30692.53,21544.24,0.7019,28049.05,0.0807,72,492.76,35478.89,0,2.0,161,0.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,1,low
ACCT-0000985,2023-05-14,49.0,male,northeast,high_school,full_time,standard,agent,True,False,652,4722.05,56625.78,19867.53,0.3509,41920.68,0.0691,72,712.82,51322.79,0,0.0,903,6.0,rates were competitive and the funds came through quickly.,,0,1,high
ACCT-0004899,2023-09-10,50.0,female,south,bachelor,full_time,basic,online,True,True,738,5062.47,60631.13,13705.08,0.226,61886.19,0.0965,84,1016.18,85359.49,0,0.0,1167,6.0,documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.,,0,0,medium
ACCT-0005766,2022-05-14,50.0,male,west,bachelor,self_employed,basic,online,True,False,664,3875.63,46691.52,8013.74,0.1716,52171.62,0.0732,48,1257.18,60344.73,0,1.0,1117,,"took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,0,high
ACCT-0001957,2023-07-04,25.0,male,south,high_school,full_time,basic,online,False,False,696,3485.55,41746.32,22377.28,0.536,44246.98,0.0826,48,1085.51,52104.49,1,1.0,125,8.0,,,0,2,medium
ACCT-0003945,2022-12-15,18.0,female,west,bachelor,full_time,standard,online,True,False,850,3995.59,47945.18,22881.53,0.4772,48463.24,0.0293,24,2081.45,49954.69,2,1.0,1195,6.0,rates were competitive and the funds came through quickly.,,0,2,low
ACCT-0005267,2024-01-14,49.0,male,northeast,bachelor,part_time,standard,agent,True,False,735,3652.86,44287.94,23519.55,0.5311,56161.96,0.0661,60,1101.81,66108.86,1,1.0,505,7.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0,1,medium
ACCT-0001334,2022-09-20,47.0,female,midwest,bachelor,full_time,basic,mobile,False,True,645,4048.53,48612.57,15553.71,0.32,16106.15,0.0847,12,1404.55,16854.59,1,1.0,1367,2.0,,,0,1,high
ACCT-0001692,2023-09-07,24.0,female,west,bachelor,full_time,standard,online,True,False,593,5565.63,66768.31,23915.22,0.3582,27642.51,0.1081,48,711.86,34169.09,0,1.0,940,9.0,"great customer service, will recommend to friends and family.",,0,2,high
ACCT-0005864,2024-09-09,43.0,male,midwest,bachelor,full_time,basic,mobile,False,True,754,1889.71,23051.82,7021.36,0.3046,11593.41,0.0898,48,288.38,13842.41,0,0.0,276,4.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,0,low
ACCT-0000941,2022-10-28,18.0,male,midwest,graduate,contract,standard,online,False,True,508,2325.46,27824.81,9792.42,0.3519,20861.17,0.0725,72,358.2,25790.62,0,2.0,156,9.0,still evaluating against other offers from competitor banks.,,0,2,very_high
ACCT-0005994,2022-06-19,27.0,female,midwest,graduate,full_time,standard,branch,True,False,606,6181.27,74035.83,11659.64,0.1575,57051.16,0.0834,24,2589.19,62140.63,0,2.0,73,5.0,very smooth application process and the agent was helpful.,,0,1,high
ACCT-0000354,2023-02-17,24.0,female,west,high_school,full_time,standard,branch,True,False,643,3249.99,39333.02,8375.53,0.2129,39773.77,0.0776,48,966.58,46395.69,3,5.0,346,5.0,documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.,,0,0,high
ACCT-0000329,2024-02-04,63.0,male,west,bachelor,full_time,basic,mobile,False,True,736,3091.21,37079.16,13281.56,0.3582,35916.59,0.0666,60,705.49,42329.38,0,1.0,810,7.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.",,0,1,medium
ACCT-0003842,2024-04-27,41.0,female,south,associate,full_time,standard,branch,False,False,729,2842.8,34072.22,6624.41,0.1944,38875.83,0.1056,72,731.3,52653.96,0,0.0,178,7.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,1,medium
ACCT-0001828,2022-10-16,18.0,female,pacific,bachelor,full_time,premium,branch,True,True,610,3314.26,39571.23,25979.68,0.6565,13772.86,0.1127,84,237.78,19973.77,1,0.0,517,4.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,1,high
ACCT-0003510,2022-03-03,46.0,female,northeast,graduate,full_time,basic,online,False,False,725,6139.69,73893.75,28184.23,0.3814,2220.9972000000002,0.096,60,46.7536,2805.2256,0,3.0,343,7.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0,0,medium
ACCT-0003638,2023-01-15,55.0,male,south,bachelor,full_time,basic,mobile,True,False,687,6509.04,78179.64,15996.99,0.2046,92193.07,0.044,60,1714.58,102874.78,0,0.0,1226,4.0,documentation requirements were typical for this kind of loan.,,0,1,medium
ACCT-0005822,2024-12-06,61.0,female,west,associate,full_time,standard,online,False,True,747,2778.85,33527.7,23869.63,0.7119,46868.07,0.0869,48,1159.37,55649.99,1,,1444,6.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,2,low
ACCT-0001512,2023-01-04,48.0,female,midwest,bachelor,self_employed,standard,online,True,False,618,6088.1,73323.14,21473.91,0.2929,40295.44,0.1193,84,709.87,59628.98,0,0.0,1463,9.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app. rates were competitive and the funds came through quickly.",,0,1,high
ACCT-0001755,2023-10-07,29.0,female,south,graduate,full_time,standard,branch,True,False,675,2998.16,35867.41,9676.24,0.2698,36662.12,0.0988,84,606.36,50934.09,1,1.0,73,5.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.",,0,2,medium
ACCT-0001706,2024-08-02,43.0,male,pacific,high_school,self_employed,basic,mobile,True,False,763,4968.51,59894.95,19264.93,0.3216,39847.13,0.0461,12,3404.04,40848.45,0,1.0,624,9.0,"great customer service, will recommend to friends and family.",,0,1,low
ACCT-0004096,2024-05-16,38.0,male,south,graduate,part_time,standard,branch,True,False,782,3783.64,45424.96,10929.37,0.2406,19758.27,0.0498,48,454.84,21832.1,0,2.0,544,3.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,1,low
ACCT-0003591,2024-01-01,49.0,male,northeast,bachelor,self_employed,basic,branch,True,False,592,4153.34,49468.62,30964.1,0.6259,35725.21,0.1312,24,1700.45,40810.84,0,0.0,1282,4.0,took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.,,0,4,high
ACCT-0005575,2022-09-12,39.0,female,south,high_school,full_time,standard,online,False,True,728,3736.22,44349.34,17610.27,0.3971,19653.88,0.0753,24,884.69,21232.49,0,1.0,785,6.0,"took longer than expected but got approved in the end. ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,2,medium
ACCT-0004509,2022-04-19,44.0,female,south,high_school,part_time,standard,branch,True,False,747,4976.52,59993.26,20855.87,0.3476,34291.07,0.0728,12,2971.57,35658.86,1,0.0,166,5.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly. easy to track payments through the mobile app.",,0,0,low
ACCT-0004169,2023-09-09,36.0,male,midwest,bachelor,full_time,standard,branch,False,False,700,2164.39,25756.66,6087.09,0.2363,8862.45,0.0604,48,208.32,9999.17,1,2.0,113,8.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,0,medium
ACCT-0000799,2023-10-31,38.0,male,south,bachelor,self_employed,basic,branch,False,False,662,4244.76,50667.7,12971.78,0.256,69836.73,0.1069,12,6162.28,73947.4,0,2.0,987,7.0,documentation requirements were typical for this kind of loan.,,0,1,high
ACCT-0001852,2022-04-18,58.0,female,west,high_school,part_time,basic,online,False,False,750,3627.6,43758.43,7056.88,0.1613,15308.87,0.0758,48,370.7,17793.65,1,1.0,1008,6.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app. rates were competitive and the funds came through quickly.",,0,1,low
ACCT-0000231,2024-02-20,49.0,male,south,bachelor,part_time,basic,mobile,False,True,638,5989.93,71776.04,16451.64,0.2292,55407.35,0.067,84,828.1,69560.53,1,2.0,431,9.0,"transparent fees, no hidden charges that I noticed.",,0,4,high
ACCT-0002660,2022-05-31,34.0,male,south,high_school,full_time,premium,online,True,False,629,1662.51,20194.5,26169.93,1.2959,16104.34,0.0416,72,253.16,18227.63,3,1.0,436,10.0,the agent kept rescheduling and the process took weeks.,2023-06-11,1,0,high
ACCT-0005143,2022-09-08,38.0,male,pacific,bachelor,full_time,standard,branch,False,True,629,4678.56,55894.42,15460.11,0.2766,73230.67,0.0905,84,1180.09,99127.69,1,1.0,373,9.0,took longer than expected but got approved in the end.,,0,1,high
ACCT-0000379,2024-07-22,38.0,female,west,graduate,self_employed,basic,mobile,False,True,567,6802.26,81408.49,37269.05,0.4578,70171.06,0.0702,12,6072.31,72867.76,0,,1090,5.0,,,0,4,very_high
ACCT-0002311,2023-08-07,45.0,male,midwest,associate,part_time,standard,branch,True,False,675,5776.69,69074.01,26543.33,0.3843,82961.04,0.1224,36,2765.16,99545.76,1,3.0,48,,,2024-04-21,1,2,medium
ACCT-0004746,2022-08-03,38.0,female,west,bachelor,full_time,standard,online,True,True,637,3265.76,39508.72,10184.79,0.2578,10402.99,0.1449,72,217.12,15632.83,1,0.0,658,9.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,2,high
ACCT-0000235,2024-01-02,33.0,male,northeast,graduate,full_time,basic,mobile,False,False,666,3637.2,43667.88,15642.64,0.3582,49373.23,0.069,36,1522.21,54799.42,0,0.0,892,9.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,2,high
ACCT-0004955,2023-08-29,22.0,male,south,graduate,full_time,standard,online,True,True,667,5740.24,69109.89,,0.2446,89955.43,0.0792,84,1398.37,117462.73,1,4.0,186,5.0,"took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share.",,0,2,high
ACCT-0005665,2023-02-15,28.0,male,west,graduate,full_time,basic,branch,False,True,850,6400.12,76910.02,20230.97,0.263,44407.29,0.0938,48,1113.08,53427.81,1,,978,5.0,,,0,1,low
ACCT-0005011,2024-12-15,22.0,male,west,bachelor,full_time,standard,mobile,False,True,682,3527.84,42054.55,16160.48,0.3843,45456.46,0.0997,48,1152.24,55307.31,1,1.0,469,4.0,"great customer service, will recommend to friends and family.",,0,6,medium
ACCT-0000274,2023-10-10,27.0,male,pacific,bachelor,part_time,standard,online,True,True,672,8446.8,101572.42,18142.52,0.1786,49702.23,0.0958,84,814.43,68412.48,2,2.0,891,10.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0,2,medium
ACCT-0004809,2024-09-11,37.0,male,midwest,bachelor,part_time,standard,online,False,False,807,3446.38,41251.01,13409.89,0.3251,36863.32,0.0604,72,611.62,44036.89,1,1.0,758,5.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,0,low
ACCT-0003379,2023-06-16,37.0,male,west,high_school,full_time,basic,mobile,True,True,687,2858.66,34262.08,8526.11,0.2488,41708.97,0.1208,72,817.16,58835.48,0,1.0,1090,7.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,0,medium
ACCT-0001586,2024-11-30,33.0,female,midwest,graduate,full_time,standard,online,True,False,631,4676.14,56363.53,14662.34,0.2601,24357.87,0.0749,24,1095.99,26303.84,1,0.0,789,3.0,took longer than expected but got approved in the end.,,0,2,high
ACCT-0004077,2022-12-21,27.0,male,midwest,high_school,full_time,basic,mobile,False,True,641,3295.7,39417.93,15805.86,0.401,14045.78,0.1068,84,238.13,20002.62,1,1.0,1365,8.0,"ok experience overall, no strong feelings to share.",,0,2,high
ACCT-0001909,2023-08-12,38.0,male,midwest,bachelor,self_employed,basic,online,False,False,723,4778.58,57206.28,25656.73,0.4485,26814.85,0.1237,24,1266.9,30405.65,1,2.0,1320,4.0,very smooth application process and the agent was helpful.,,0,3,medium
ACCT-0000935,2022-10-16,37.0,female,south,bachelor,full_time,basic,online,True,False,637,4711.43,56464.46,33087.41,0.586,58563.97,0.0865,48,1447.54,69482.1,1,1.0,137,4.0,"ok experience overall, no strong feelings to share. process was fine, nothing exceptional either way.",,0,0,high
ACCT-0002565,2023-10-06,40.0,male,south,bachelor,full_time,basic,online,False,False,749,7030.18,83942.19,27624.69,0.3291,105891.42,0.0851,48,2610.49,125303.68,2,2.0,1391,7.0,"process was fine, nothing exceptional either way. still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0,1,low
ACCT-0000898,2024-05-18,40.0,female,northeast,associate,full_time,basic,mobile,True,False,698,4873.34,58419.27,20417.29,0.3495,73855.94,0.0969,24,3397.42,81538.11,0,0.0,1220,9.0,rates were competitive and the funds came through quickly.,,0,0,medium
ACCT-0005477,2022-01-26,52.0,male,northeast,bachelor,full_time,standard,online,False,False,761,4025.3,48948.07,9199.94,0.188,37664.54,0.0681,84,565.01,47461.18,0,2.0,512,9.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,1,low
ACCT-0000982,2023-08-14,32.0,female,west,bachelor,part_time,basic,agent,True,True,750,5960.6,72020.95,15006.58,0.2084,55086.21,0.0859,48,1360.02,65280.85,1,2.0,175,2.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,1,low
ACCT-0000159,2024-02-13,49.0,female,northeast,bachelor,self_employed,standard,branch,False,False,809,5437.7,65348.79,15557.92,0.2381,25098.08,0.0968,24,1154.48,27707.42,0,1.0,927,4.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,1,low
ACCT-0002211,2022-01-18,33.0,male,northeast,high_school,full_time,basic,mobile,False,False,828,2369.26,28488.65,7188.11,0.2523,34668.07,0.0975,12,3043.78,36525.3,0,1.0,802,4.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0,0,low
ACCT-0000564,2024-07-03,45.0,female,midwest,bachelor,self_employed,standard,branch,False,False,649,3162.24,37999.61,20851.61,0.5487,13408.14,0.0743,72,231.36,16658.01,1,2.0,1146,6.0,"support never returned my calls about the missed payment. the agent kept rescheduling and the process took weeks. fees were not explained clearly upfront, very disappointing.",2024-08-16,1,0,high
ACCT-0005323,2022-11-29,34.0,female,south,high_school,full_time,basic,mobile,False,False,661,2632.01,31635.94,14466.46,0.4573,9453.96,0.0933,36,302.08,10874.94,0,0.0,1297,4.0,"rates were competitive and the funds came through quickly. easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,1,high
ACCT-0005275,2022-08-13,80.0,male,pacific,graduate,self_employed,basic,mobile,True,True,649,6003.09,72180.8,18431.63,0.2554,81761.23,0.0679,24,3652.82,87667.63,0,1.0,237,6.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",2022-12-18,1,0,high
ACCT-0003499,2024-09-23,26.0,male,pacific,bachelor,part_time,standard,online,False,False,572,2545.16,30925.83,15993.25,0.5171,18309.75,0.1003,36,591.04,21277.5,0,3.0,93,9.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0,3,very_high
ACCT-0003410,2024-10-04,18.0,female,northeast,bachelor,full_time,basic,online,False,False,796,5051.41,60890.1,26053.7,0.4279,65570.63,0.0752,36,2040.36,73452.86,0,1.0,256,9.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,1,low
ACCT-0001043,2022-10-13,42.0,male,south,associate,full_time,standard,online,True,False,656,2876.42,34953.91,11264.85,0.3223,42331.24,0.1173,12,3755.72,45068.65,1,,743,5.0,"very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,0,high
ACCT-0003494,2024-12-17,24.0,female,west,bachelor,full_time,standard,online,True,True,822,3749.14,44643.41,7815.96,0.1751,38676.72,0.0595,12,3327.88,39934.53,1,,228,4.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0,0,low
ACCT-0003719,2022-07-06,21.0,male,pacific,bachelor,self_employed,premium,mobile,True,True,675,6235.76,74844.15,24534.0,0.3278,90728.1,0.0738,24,4077.61,97862.72,1,1.0,1492,8.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,0,medium
ACCT-0003789,2022-12-10,24.0,male,south,associate,self_employed,standard,branch,False,False,696,1923.12,22867.33,9844.66,0.4305,23177.81,0.0924,36,739.67,26628.1,1,0.0,759,10.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0,1,medium
ACCT-0000166,2023-05-30,69.0,nonbinary,south,bachelor,part_time,standard,online,True,False,687,6747.23,80813.12,20373.67,0.2521,95730.03,0.0837,36,3016.01,108576.3,0,0.0,1193,10.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0,3,medium
ACCT-0001113,2024-03-03,30.0,male,northeast,bachelor,full_time,basic,mobile,True,False,735,4468.18,54074.28,10082.67,0.1865,59579.06,0.0793,12,5180.68,62168.18,0,1.0,683,8.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,1,medium
ACCT-0000480,2023-05-24,32.0,male,pacific,bachelor,full_time,premium,agent,True,False,513,3940.03,47074.96,10058.67,0.2137,55369.22,0.0934,12,4850.93,58211.19,0,1.0,367,,"easy to track payments through the mobile app. great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0,0,very_high
ACCT-0004019,2023-03-10,40.0,female,south,bachelor,full_time,basic,online,False,True,628,2876.78,34877.97,17662.66,0.5064,20552.35,0.1062,24,954.23,22901.61,1,2.0,1439,8.0,"ok experience overall, no strong feelings to share.",,0,0,high
ACCT-0000446,2022-10-02,22.0,male,south,graduate,full_time,premium,online,True,True,737,4494.15,53747.59,12437.59,0.2314,39020.17,0.0992,48,988.08,47427.83,0,1.0,406,8.0,very smooth application process and the agent was helpful.,,0,1,medium
ACCT-0001850,2024-02-06,30.0,female,south,bachelor,full_time,basic,online,True,False,734,2385.91,28276.66,10897.52,0.3854,38553.42,0.025,48,844.86,40553.33,1,2.0,1250,7.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0,2,medium
ACCT-0003567,2022-07-07,47.0,female,midwest,associate,full_time,standard,online,False,False,717,2945.38,35078.57,15383.54,0.4385,42540.12,0.0789,36,1330.99,47915.49,0,2.0,1293,9.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,1,medium
ACCT-0001726,2024-06-18,20.0,female,northeast,bachelor,full_time,basic,branch,False,True,761,5907.04,71167.17,32120.1,0.4513,26879.42,0.0721,12,2328.41,27940.95,1,1.0,1165,10.0,rates were competitive and the funds came through quickly.,,0,0,low
ACCT-0000969,2023-12-16,27.0,male,midwest,associate,full_time,basic,online,False,False,554,3018.24,36209.45,10803.15,0.2984,47044.48,0.0742,84,719.62,60448.25,1,2.0,197,8.0,rates were competitive and the funds came through quickly.,,0,0,very_high
ACCT-0000735,2022-10-25,49.0,nonbinary,northeast,associate,full_time,premium,online,False,True,595,3931.2,47248.12,,0.2358,65910.75,0.0972,24,3032.87,72788.83,0,3.0,542,5.0,"still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",,0,0,high
ACCT-0004647,2024-08-21,33.0,nonbinary,south,bachelor,contract,basic,agent,False,False,587,2777.81,33348.98,13019.46,0.3904,18500.64,0.1039,84,310.84,26110.42,2,0.0,1076,3.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,1,high
ACCT-0003661,2023-11-04,68.0,male,midwest,associate,full_time,standard,branch,False,True,634,4695.38,56260.27,10165.13,0.1807,76472.47,0.1059,84,1292.83,108598.01,0,1.0,458,5.0,"ok experience overall, no strong feelings to share. process was fine, nothing exceptional either way.",,0,1,high
ACCT-0000068,2023-01-29,37.0,female,south,bachelor,full_time,standard,online,True,False,708,4682.59,56090.02,12941.46,0.2307,65849.89,0.1279,60,1491.21,89472.69,1,1.0,672,7.0,documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end. still evaluating against other offers from competitor banks.,,0,0,medium
ACCT-0002181,2023-02-12,45.0,male,midwest,high_school,full_time,premium,mobile,False,False,803,8981.57,107980.1,19887.19,0.1842,63883.44,0.0686,12,5523.49,66281.86,0,0.0,160,4.0,easy to track payments through the mobile app.,,0,1,low
ACCT-0000397,2023-02-13,38.0,male,midwest,associate,self_employed,basic,mobile,True,True,671,2662.62,31779.24,15612.07,0.4913,14111.14,0.1249,60,317.39,19043.19,0,1.0,1374,3.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0,0,medium
ACCT-0000687,2022-08-25,39.0,female,midwest,bachelor,full_time,standard,mobile,True,False,647,4105.7,49514.62,21301.03,0.4302,44122.63,0.1132,72,846.98,60982.29,0,2.0,1491,9.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0,0,high
