account_id,application_date,age,gender,region,education,employment_type,product_tier,channel,is_autopay,has_collateral,credit_score,monthly_income,annual_income,existing_debt,debt_to_income,loan_amount,interest_rate,term_months,monthly_payment,total_payment,num_late_payments,num_inquiries_90d,tenure_days,nps_score,customer_feedback,default_notice_date,defaulted,num_dependents,risk_band
ACCT-0004787,2023-08-10,58.0,female,northeast,high_school,full_time,basic,mobile,False,False,847,5292.71,63783.79,16014.58,0.2511,46005.02,0.0559,12,3950.84,47410.06,0,3.0,1114,8.0,very smooth application process and the agent was helpful.,,0,2,low
ACCT-0001341,2023-01-09,44.0,male,west,associate,full_time,basic,mobile,True,False,585,3439.05,41662.42,10764.71,0.2584,27014.28,0.1147,24,1264.96,30358.94,2,2.0,1292,6.0,easy to track payments through the mobile app.,,0,0,high
ACCT-0003987,2023-08-14,44.0,female,northeast,associate,full_time,standard,online,True,True,836,8937.0,107326.19,21306.74,0.1985,70587.84,0.0545,48,1640.0,78720.0,1,2.0,977,6.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,0,low
ACCT-0004546,2024-12-25,36.0,female,northeast,graduate,full_time,standard,online,True,False,634,3449.58,41434.77,21092.41,0.5091,39896.33,0.1133,72,741.67,53400.21,0,0.0,112,5.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0,2,high
ACCT-0005921,2023-06-12,37.0,male,south,high_school,full_time,basic,mobile,True,False,684,5084.33,60916.52,20821.83,0.3418,77394.81,0.0855,36,2444.88,88015.84,0,1.0,416,9.0,"easy to track payments through the mobile app. very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,1,medium
ACCT-0001030,2024-06-17,25.0,female,south,high_school,contract,basic,online,False,False,624,5456.24,65896.01,,0.3766,65684.7,0.1041,12,5750.64,69007.64,0,0.0,293,7.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0,0,high
ACCT-0001952,2022-07-02,47.0,male,pacific,associate,full_time,standard,branch,True,False,729,5295.21,63327.72,32851.58,0.5188,49397.31,0.0757,24,2224.5,53388.05,0,1.0,60,3.0,"fees were not explained clearly upfront, very disappointing. interest rate jumped after the first quarter without warning.",2023-04-22,1,0,medium
ACCT-0005631,2023-05-17,39.0,female,west,bachelor,full_time,basic,mobile,True,False,680,9406.23,112568.03,21158.43,0.188,129724.75,0.0483,12,11095.09,133141.08,1,4.0,1153,5.0,documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end. still evaluating against other offers from competitor banks.,,0,0,medium
ACCT-0004239,2023-06-27,44.0,female,south,bachelor,full_time,standard,online,False,False,620,6967.24,83421.0,18353.98,0.22,29429.88,0.0716,84,446.42,37499.09,1,0.0,487,8.0,"ok experience overall, no strong feelings to share.",,0,5,high
ACCT-0002416,2024-09-11,56.0,male,midwest,associate,full_time,basic,agent,True,True,733,3300.19,39459.66,23378.66,0.5925,16313.99,0.1062,72,297.48,21418.48,0,1.0,804,8.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,4,medium
ACCT-0004996,2022-12-15,49.0,female,south,high_school,full_time,basic,online,True,False,707,4447.49,53180.22,23448.24,0.4409,48803.83,0.1114,60,1064.6,63875.86,0,3.0,165,8.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly.,,0,1,medium
ACCT-0000612,2022-10-16,51.0,female,midwest,bachelor,self_employed,standard,online,True,False,783,4773.7,57373.05,,0.1694,61873.0,0.0859,60,1272.06,76323.88,0,3.0,912,3.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly.,,0,0,low
ACCT-0001453,2022-05-25,49.0,male,northeast,high_school,full_time,premium,online,True,False,703,5175.22,62271.4,15940.34,0.256,28956.77,0.1075,84,492.05,41332.16,0,1.0,1408,5.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0,1,medium
ACCT-0000736,2023-05-01,35.0,male,west,associate,full_time,standard,mobile,True,True,744,5882.24,70753.29,20124.18,0.2844,21606.1,0.0584,60,416.13,24968.06,2,0.0,1489,7.0,,,0,0,low
ACCT-0003787,2023-06-23,40.0,female,west,high_school,self_employed,basic,mobile,True,True,599,6430.41,77299.45,18966.95,0.2454,69303.23,0.0819,36,2177.75,78399.02,0,0.0,478,,"took longer than expected but got approved in the end. ok experience overall, no strong feelings to share.",,0,0,high
ACCT-0002501,2022-10-21,26.0,male,midwest,associate,full_time,basic,online,True,True,707,5591.74,67075.76,26524.65,0.3954,72122.96,0.1275,48,1926.01,92448.47,1,1.0,704,2.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",,0,1,medium
ACCT-0005590,2024-10-24,54.0,female,south,associate,full_time,basic,branch,False,False,781,2942.23,35659.68,,0.4131,31714.11,0.099,12,2769.1,33229.2,3,0.0,560,6.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,0,low
ACCT-0004474,2023-02-23,38.0,male,south,graduate,full_time,basic,mobile,True,False,718,4303.64,51469.47,11633.4,0.226,39689.46,0.0603,48,932.67,44768.23,0,1.0,468,10.0,easy to track payments through the mobile app.,,0,1,medium
ACCT-0003699,2024-10-05,34.0,male,south,bachelor,full_time,standard,online,True,False,761,2832.59,33944.52,16373.5,0.4824,32115.6,0.093,72,564.69,40658.01,1,1.0,1286,10.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,2,low
ACCT-0003137,2022-11-21,36.0,male,northeast,high_school,full_time,basic,online,True,False,741,7051.42,84502.9,32900.8,0.3893,95946.28,0.0581,60,1846.44,110786.43,0,0.0,1200,6.0,"transparent fees, no hidden charges that I noticed.",,0,1,low
ACCT-0005250,2022-05-17,40.0,female,south,bachelor,self_employed,basic,branch,True,True,658,2466.03,29564.58,8869.1,0.3,13056.17,0.1058,84,220.67,18536.09,0,0.0,189,7.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.",,0,0,high
ACCT-0005470,2024-04-12,50.0,female,west,bachelor,part_time,standard,branch,False,False,602,3318.69,39638.15,11815.22,0.2981,25678.92,0.1084,12,2253.25,27039.04,0,0.0,194,4.0,the agent kept rescheduling and the process took weeks.,2025-08-30,1,1,high
ACCT-0003885,2023-02-04,42.0,male,northeast,associate,full_time,standard,online,False,True,783,8284.04,99195.49,26687.74,0.269,27615.27,0.0544,84,396.06,33268.82,1,0.0,411,9.0,very smooth application process and the agent was helpful.,,0,1,low
ACCT-0005075,2022-07-05,40.0,male,south,associate,full_time,premium,online,True,True,689,7027.34,84367.76,28022.14,0.3321,68513.82,0.0897,84,1101.28,92507.42,0,0.0,445,7.0,"documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0,1,medium
ACCT-0003178,2024-12-22,66.0,female,pacific,high_school,full_time,basic,online,False,True,703,6040.68,72336.8,17036.9,0.2355,89185.05,0.1306,12,7918.32,95019.8,0,0.0,479,9.0,"transparent fees, no hidden charges that I noticed.",,0,0,medium
ACCT-0000290,2024-12-07,35.0,female,west,high_school,full_time,premium,online,True,False,549,8453.24,100853.02,18719.94,0.1856,47313.99,0.1267,12,4192.05,50304.58,1,1.0,589,9.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0,2,very_high
ACCT-0003331,2024-09-15,40.0,male,west,bachelor,part_time,standard,online,True,False,673,6394.51,76760.31,15222.91,0.1983,102010.83,0.1092,12,8955.01,107460.17,0,0.0,882,7.0,the agent kept rescheduling and the process took weeks. interest rate jumped after the first quarter without warning.,2025-11-15,1,1,medium
ACCT-0003060,2023-07-12,48.0,female,south,bachelor,full_time,standard,mobile,True,True,775,4098.12,49179.06,14232.66,0.2894,42897.74,0.0642,60,837.72,50263.25,2,2.0,712,7.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,1,low
ACCT-0001649,2024-10-28,36.0,female,northeast,bachelor,part_time,basic,online,False,False,749,2932.04,35111.97,14329.17,0.4081,18147.69,0.0921,60,368.02,22081.48,2,1.0,645,7.0,"rates were competitive and the funds came through quickly. easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,1,low
ACCT-0004356,2024-03-14,59.0,female,northeast,graduate,full_time,basic,online,False,False,602,5734.91,68974.79,21011.44,0.3046,52758.88,0.1126,24,2436.06,58465.45,3,2.0,1417,5.0,"fees were not explained clearly upfront, very disappointing. support never returned my calls about the missed payment.",2025-07-17,1,1,high
ACCT-0005643,2022-06-06,43.0,male,west,graduate,self_employed,basic,agent,False,False,587,6729.68,80697.19,32941.34,0.4082,44046.55,0.1131,12,3899.35,46792.23,1,1.0,80,5.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0,3,high
ACCT-0005249,2023-11-15,28.0,male,northeast,associate,full_time,premium,agent,False,False,717,6311.26,75599.93,14158.7,0.1873,32588.5,0.0743,24,1447.79,34747.02,0,2.0,1183,6.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,0,medium
ACCT-0004951,2024-09-24,41.0,male,south,bachelor,full_time,standard,mobile,True,False,812,5858.6,70103.36,,0.3399,82632.9,0.0573,48,1885.38,90498.13,3,2.0,115,10.0,"process was fine, nothing exceptional either way.",,0,2,low
ACCT-0001587,2022-11-05,43.0,female,northeast,bachelor,self_employed,basic,agent,True,False,683,3870.9,46708.1,11063.57,0.2369,43161.0,0.0894,12,3773.2,45278.43,2,2.0,1017,8.0,"process was fine, nothing exceptional either way.",,0,2,medium
ACCT-0002820,2022-07-13,22.0,male,south,high_school,full_time,basic,online,True,False,797,3190.07,38207.97,12971.41,0.3395,39425.52,0.0596,12,3392.56,40710.69,1,0.0,618,2.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0,0,low
ACCT-0004153,2023-12-01,38.0,female,midwest,bachelor,full_time,standard,online,True,True,659,5371.32,64688.79,12295.34,0.1901,25026.98,0.1245,12,2214.85,26578.23,0,1.0,364,7.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,0,high
ACCT-0001180,2024-04-10,51.0,male,midwest,high_school,full_time,basic,online,True,False,850,6655.83,79787.93,16335.13,0.2047,30021.07,0.0728,84,439.79,36942.07,0,0.0,622,5.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,5,low
ACCT-0003370,2022-07-28,62.0,female,south,bachelor,full_time,standard,branch,False,True,566,3369.63,40630.98,10978.77,0.2702,23893.46,0.0652,12,2062.19,24746.26,0,1.0,110,,"ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",,0,0,very_high
ACCT-0002157,2023-01-12,66.0,male,south,high_school,full_time,basic,online,False,True,694,4556.57,54543.17,14658.35,0.2687,33422.25,0.1061,60,720.21,43212.46,1,0.0,1394,4.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,0,medium
ACCT-0000093,2024-12-11,37.0,female,midwest,bachelor,full_time,basic,branch,True,False,722,3079.16,37318.86,36605.06,0.9809,26738.25,0.1354,84,476.84,40054.53,0,1.0,108,9.0,"took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",2026-03-24,1,4,medium
ACCT-0000044,2023-06-23,27.0,female,northeast,bachelor,full_time,basic,online,True,False,624,5185.57,62396.27,18902.02,0.3029,21388.23,0.0701,12,1850.75,22209.01,0,1.0,453,2.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share.",,0,2,high
ACCT-0003242,2024-06-25,52.0,female,west,associate,full_time,basic,branch,False,True,662,15803.01,189428.17,40428.88,0.2134,63463.18,0.1357,24,2998.4,71961.62,2,0.0,954,5.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,0,high
ACCT-0002767,2022-02-19,31.0,male,pacific,high_school,self_employed,basic,agent,True,True,663,3308.31,39872.08,15297.54,0.3837,46149.45,0.0668,72,779.73,56140.68,0,2.0,432,6.0,"support never returned my calls about the missed payment. fees were not explained clearly upfront, very disappointing.",2022-11-22,1,0,high
ACCT-0005901,2023-12-27,27.0,male,northeast,bachelor,full_time,basic,online,True,False,706,2878.19,34482.17,6284.97,0.1823,28405.68,0.1412,60,645.17,38710.03,0,1.0,827,3.0,rates were competitive and the funds came through quickly.,,0,2,medium
ACCT-0002275,2024-05-10,54.0,female,pacific,high_school,contract,basic,mobile,True,False,652,3326.74,39708.85,22333.55,0.5624,45956.95,0.1399,48,1228.09,58948.46,2,1.0,1107,2.0,took longer than expected but got approved in the end.,,0,3,high
ACCT-0005940,2023-06-29,45.0,female,northeast,bachelor,full_time,basic,agent,True,False,747,3789.33,45605.69,10543.74,0.2312,44361.88,0.1082,60,960.57,57634.0,0,0.0,636,6.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,2,low
ACCT-0004081,2024-06-26,30.0,male,south,graduate,part_time,basic,mobile,False,False,631,2663.89,31962.42,5374.08,0.1681,18785.75,0.0866,60,376.03,22561.72,1,1.0,1264,4.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,3,high
ACCT-0002227,2022-06-01,52.0,female,midwest,high_school,full_time,premium,mobile,True,False,567,3033.07,36387.58,21326.48,0.5861,33868.04,0.0928,72,615.16,44291.56,1,1.0,967,3.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,0,very_high
ACCT-0001105,2023-06-15,36.0,male,south,high_school,self_employed,premium,online,False,True,654,6247.2,75271.83,13981.42,0.1857,94432.59,0.0548,48,2195.51,105384.67,0,1.0,935,6.0,easy to track payments through the mobile app.,,0,1,high
ACCT-0003381,2022-04-19,47.0,male,south,bachelor,full_time,basic,branch,True,False,574,5460.03,65500.53,31399.99,0.4794,64342.72,0.0978,48,1625.06,78002.86,0,1.0,1433,8.0,interest rate jumped after the first quarter without warning. the autopay system charged me twice in the same month.,2022-07-05,1,1,very_high
ACCT-0005106,2023-10-08,42.0,male,west,bachelor,full_time,basic,online,False,False,718,7004.87,83867.91,16329.78,0.1947,22505.55,0.0698,48,526.25,25259.86,2,2.0,1234,6.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,1,medium
ACCT-0002385,2024-04-03,38.0,male,pacific,bachelor,part_time,basic,online,True,True,638,3469.94,41453.41,24334.97,0.587,42212.73,0.1195,84,717.21,60245.39,4,1.0,487,6.0,very smooth application process and the agent was helpful.,,0,0,high
ACCT-0002240,2022-10-07,32.0,female,south,bachelor,full_time,standard,mobile,True,False,665,2778.17,32951.58,7957.15,0.2415,29593.61,0.0817,12,2576.58,30919.02,1,2.0,262,6.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end.",,0,2,high
ACCT-0004080,2024-12-20,18.0,female,midwest,high_school,part_time,basic,mobile,False,True,843,9576.16,114919.77,32227.1,0.2804,45379.15,0.0911,36,1420.07,51122.58,0,1.0,933,5.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,1,low
ACCT-0004075,2022-05-22,53.0,male,west,graduate,full_time,premium,mobile,True,True,811,2847.71,34491.67,12587.26,0.3649,20603.23,0.0691,84,310.01,26040.56,0,2.0,1174,9.0,the agent kept rescheduling and the process took weeks. the autopay system charged me twice in the same month.,2023-04-24,1,0,low
ACCT-0003150,2024-09-11,34.0,female,south,associate,full_time,basic,mobile,True,True,810,5777.87,69297.1,16108.52,0.2325,70719.12,0.0973,84,1121.13,94175.03,2,1.0,332,5.0,rates were competitive and the funds came through quickly.,,0,4,low
ACCT-0001229,2024-02-12,26.0,female,pacific,graduate,full_time,standard,online,False,True,686,3456.92,41329.61,11087.25,0.2683,50428.49,0.0869,24,2268.94,54454.49,0,0.0,211,4.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,0,medium
ACCT-0001544,2022-04-19,35.0,male,south,bachelor,full_time,premium,mobile,True,False,816,9591.74,114998.13,25053.11,0.2179,144458.48,0.0914,12,12642.31,151707.69,0,1.0,241,6.0,still evaluating against other offers from competitor banks.,,0,1,low
ACCT-0002755,2023-12-14,48.0,male,midwest,high_school,self_employed,standard,online,True,False,693,4269.47,51401.95,,0.5478,20000.58,0.0831,36,618.58,22268.94,1,1.0,772,3.0,still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan.,,0,2,medium
ACCT-0002990,2022-01-06,56.0,female,northeast,high_school,full_time,premium,online,False,False,635,7299.58,87730.41,15979.46,0.1821,71388.85,0.0742,84,1092.24,91748.43,1,0.0,126,5.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,3,high
ACCT-0004076,2024-01-28,42.0,male,west,bachelor,self_employed,basic,online,False,True,748,4924.9,58800.35,22093.49,0.3757,68910.51,0.0969,12,6010.15,72121.81,1,2.0,215,4.0,"transparent fees, no hidden charges that I noticed.",,0,2,low
ACCT-0003637,2022-07-17,43.0,male,west,bachelor,full_time,standard,mobile,True,False,659,1689.82,19947.7,15620.35,0.7831,23177.48,0.1107,84,397.65,33402.89,1,1.0,885,6.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful. easy to track payments through the mobile app.",,0,1,high
ACCT-0002341,2022-03-28,58.0,female,south,bachelor,full_time,standard,online,False,True,633,4311.19,51898.41,12635.31,0.2435,53456.75,0.0917,12,4679.04,56148.45,0,,856,4.0,,,0,2,high
ACCT-0005679,2022-12-09,27.0,female,south,bachelor,full_time,basic,online,True,False,698,3405.58,40789.32,7329.32,0.1797,37112.66,0.0918,24,1698.48,40763.4,0,0.0,1088,9.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,3,medium
ACCT-0004562,2023-04-17,54.0,female,midwest,high_school,full_time,standard,online,True,False,541,3825.16,45951.61,22671.57,0.4934,48087.17,0.1151,24,2252.68,54064.34,0,1.0,1091,9.0,"transparent fees, no hidden charges that I noticed.",,0,0,very_high
ACCT-0005813,2022-03-05,,male,south,bachelor,part_time,standard,mobile,True,False,756,3830.71,46174.48,13031.25,0.2822,34679.09,0.0792,12,3015.41,36184.93,0,1.0,379,,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,1,low
ACCT-0003977,2023-03-01,42.0,male,pacific,bachelor,full_time,basic,branch,True,False,683,3074.96,37091.07,30118.17,0.812,49420.65,0.1229,12,4397.56,52770.73,1,0.0,1429,8.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0,0,medium
ACCT-0001171,2024-02-13,55.0,female,northeast,bachelor,self_employed,basic,mobile,False,False,706,11248.16,134891.35,35252.63,0.2613,145423.4,0.0911,72,2543.24,183113.32,0,3.0,791,4.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0,0,medium
ACCT-0005300,2024-08-05,37.0,female,midwest,associate,full_time,premium,online,False,False,599,5678.03,68130.65,14473.49,0.2124,81492.94,0.1051,60,1703.92,102235.04,1,1.0,347,8.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0,2,high
ACCT-0003772,2024-11-27,31.0,male,pacific,bachelor,full_time,standard,online,True,False,716,3908.29,47112.64,15534.31,0.3297,55416.36,0.0994,12,4839.61,58075.34,1,1.0,685,2.0,documentation requirements were typical for this kind of loan.,,0,1,medium
ACCT-0005660,2022-08-31,56.0,male,south,bachelor,full_time,basic,branch,True,True,698,5620.2,67749.36,27163.48,0.4009,81540.36,0.0974,12,7158.76,85905.16,2,3.0,1386,2.0,rates were competitive and the funds came through quickly.,,0,0,medium
ACCT-0005596,2024-09-15,39.0,female,pacific,high_school,full_time,basic,mobile,False,True,832,6259.87,75287.96,19947.26,0.2649,86576.7,0.0936,72,1524.83,109787.81,0,2.0,160,6.0,very smooth application process and the agent was helpful.,,0,0,low
ACCT-0001572,2023-03-22,37.0,female,west,graduate,self_employed,standard,branch,True,False,726,5375.05,64160.59,15971.07,0.2489,71257.56,0.0732,12,6176.11,74113.28,1,1.0,987,9.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,1,medium
ACCT-0005561,2024-12-20,45.0,female,south,bachelor,full_time,basic,online,True,False,636,2825.29,33754.99,22505.17,0.6667,38081.57,0.0889,36,1187.88,42763.69,4,0.0,32,8.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,1,high
ACCT-0004610,2024-12-17,37.0,female,south,bachelor,full_time,premium,online,False,False,592,3613.44,43299.73,14877.33,0.3436,57491.53,0.1353,72,1133.87,81638.37,0,3.0,1156,8.0,"ok experience overall, no strong feelings to share.",,0,0,high
ACCT-0002443,2022-10-22,44.0,male,south,bachelor,contract,basic,online,False,False,507,1932.36,23140.74,10932.22,0.4724,17861.56,0.1308,48,479.91,23035.58,1,3.0,795,6.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end.",2023-04-16,1,1,very_high
ACCT-0002017,2023-08-21,54.0,female,south,graduate,full_time,premium,online,False,False,668,2824.46,33843.48,12440.82,0.3676,24942.29,0.1018,36,806.94,29049.87,1,1.0,663,4.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0,1,high
ACCT-0000074,2024-06-08,44.0,female,south,high_school,part_time,basic,online,False,False,638,3555.4,42765.27,21710.67,0.5077,39102.83,0.137,12,3483.33,41799.93,1,3.0,1051,10.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,2,high
ACCT-0000152,2022-07-05,45.0,female,northeast,associate,full_time,standard,mobile,True,True,725,5016.61,60119.91,15151.53,0.252,21417.82,0.0511,12,1834.6,22015.18,1,1.0,58,8.0,rates were competitive and the funds came through quickly.,,0,1,medium
ACCT-0003911,2023-10-28,42.0,male,south,bachelor,full_time,basic,mobile,True,False,666,2645.04,31507.56,11230.71,0.3564,43726.99,0.0998,60,903.06,54183.54,0,1.0,531,4.0,took longer than expected but got approved in the end. still evaluating against other offers from competitor banks.,,0,1,high
ACCT-0004816,2022-05-23,35.0,male,south,graduate,full_time,basic,mobile,False,True,671,3658.47,43943.93,20524.6,0.4671,53804.88,0.1083,48,1386.26,66540.61,0,1.0,71,8.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,1,medium
ACCT-0001513,2024-03-16,26.0,male,south,graduate,full_time,standard,online,True,False,719,2459.9,29392.16,8748.85,0.2977,28356.31,0.0975,36,895.79,32248.53,0,0.0,247,4.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,0,medium
ACCT-0003456,2023-08-02,38.0,female,south,bachelor,self_employed,basic,mobile,False,False,549,5855.69,70315.27,16978.39,0.2415,29736.41,0.1124,48,772.02,37057.06,0,3.0,1420,8.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,2,very_high
ACCT-0005428,2024-06-01,62.0,male,pacific,bachelor,full_time,standard,online,True,True,764,7669.37,92102.19,25358.92,0.2753,91540.83,0.0858,24,4114.36,98744.7,0,0.0,1311,5.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful. easy to track payments through the mobile app.",,0,1,low
ACCT-0002593,2022-06-17,35.0,male,pacific,bachelor,full_time,basic,online,False,False,649,2426.76,28967.34,11176.79,0.3858,36712.72,0.1129,60,803.48,48208.93,0,2.0,1199,9.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,2,high
ACCT-0005439,2024-10-06,18.0,male,northeast,graduate,full_time,standard,online,False,False,576,10307.63,123670.59,28109.71,0.2273,154105.89,0.1295,72,2992.68,215473.01,1,3.0,1402,4.0,still evaluating against other offers from competitor banks. took longer than expected but got approved in the end.,,0,0,very_high
ACCT-0003426,2022-11-26,45.0,male,northeast,high_school,contract,standard,mobile,True,False,564,2840.08,34159.62,8392.66,0.2457,15278.23,0.1209,24,719.85,17276.31,0,1.0,788,10.0,,,0,1,very_high
ACCT-0005677,2023-06-11,33.0,female,midwest,graduate,self_employed,standard,online,True,False,804,3152.79,37672.01,16422.73,0.4359,11466.41,0.1017,12,1008.97,12107.68,1,0.0,1405,3.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0,0,low
ACCT-0003929,2022-11-12,48.0,male,south,associate,full_time,premium,mobile,True,False,570,3853.55,46011.59,19559.2,0.4251,41718.36,0.096,60,878.15,52688.96,1,0.0,1099,4.0,still evaluating against other offers from competitor banks. took longer than expected but got approved in the end.,,0,0,very_high
ACCT-0004595,2024-11-13,48.0,male,northeast,bachelor,full_time,basic,branch,False,False,665,4174.91,50038.08,25419.46,0.508,50310.89,0.0938,12,4380.65,52567.85,0,0.0,676,3.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,0,high
ACCT-0001259,2022-03-08,29.0,female,south,bachelor,self_employed,basic,online,True,False,646,4204.7,50639.72,11697.13,0.231,16936.11,0.0964,24,778.7,18688.75,0,0.0,47,5.0,"ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",,0,1,high
ACCT-0000357,2024-10-04,52.0,female,midwest,bachelor,full_time,premium,mobile,True,False,816,4511.01,54127.57,25905.89,0.4786,73624.39,0.092,36,2307.02,83052.84,3,1.0,1455,5.0,"ok experience overall, no strong feelings to share.",,0,0,low
ACCT-0003687,2024-03-11,43.0,male,south,high_school,contract,standard,mobile,False,True,610,6507.19,77992.23,20721.63,0.2657,74551.0,0.1184,36,2428.02,87408.87,1,3.0,1333,5.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0,1,high
ACCT-0003190,2024-08-20,31.0,male,pacific,bachelor,contract,standard,mobile,False,False,746,3191.63,38381.5,9860.2,0.2569,49395.62,0.1074,36,1583.12,56992.17,1,,786,10.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,1,low
ACCT-0001853,2024-05-03,32.0,female,northeast,graduate,self_employed,basic,branch,False,True,701,12353.61,148517.4,28224.2,0.19,133513.58,0.1143,48,3401.25,163260.07,0,1.0,719,,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,2,medium
ACCT-0000974,2023-12-23,52.0,female,midwest,associate,full_time,standard,branch,False,False,850,4385.18,52681.03,19753.87,0.375,72486.46,0.0566,84,1006.3,84529.0,1,0.0,1455,6.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",,0,1,low
ACCT-0004202,2023-11-06,38.0,female,south,bachelor,contract,premium,branch,False,False,563,7134.55,85769.56,35668.38,0.4159,74406.23,0.1337,60,1661.6,99695.76,2,0.0,1295,5.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,0,very_high
ACCT-0003621,2023-10-25,38.0,male,pacific,bachelor,full_time,standard,mobile,True,True,826,9258.93,111735.31,20839.63,0.1865,147789.62,0.058,60,2762.26,165735.78,0,0.0,123,6.0,support never returned my calls about the missed payment. interest rate jumped after the first quarter without warning.,2024-11-07,1,0,low
ACCT-0000579,2022-07-18,50.0,female,midwest,associate,full_time,standard,online,True,False,753,2916.51,35232.08,20686.78,0.5872,14769.69,0.0941,72,269.23,19384.63,1,2.0,1114,8.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0,0,low
ACCT-0002176,2023-06-11,60.0,female,south,bachelor,part_time,standard,online,True,False,748,11626.05,139597.11,28990.03,0.2077,58451.32,0.0687,36,1801.21,64843.73,0,1.0,1293,8.0,rates were competitive and the funds came through quickly.,,0,0,low
